Route_name,Activity,Starting_Point,Distance,Elevation_gain,Rank1,Rank2,ImageUrl1,ImageUrl2,ImageUrl3
"Elefant pel Camí de l’Àngel, St Benet, Canals Plana i del Pou del Gat, St Salvador, St Dimes i la Drecera dels Tres Quarts",Senderisme,"a prop de Monistrol de Montserrat, Catalunya (España)","14,03km",1216m,96,4.81,https://s2.wklcdn.com/image_32/961503/12749904/26093498.400x300.jpg,https://s0.wklcdn.com/image_32/961503/12749904/26093517.400x300.jpg,https://s2.wklcdn.com/image_32/961503/12749904/26093576.400x300.jpg
La Vall del Riu Glorieta i Cingles de la Canaleta des de Mont-ral,Senderisme,"a prop de Mont-ral, Catalunya (España)","10,87km",583m,96,4.74,https://s2.wklcdn.com/image_1/37954/8458179/4944575.400x300.jpg,https://s0.wklcdn.com/image_1/37954/8458179/4944576.400x300.jpg,https://s1.wklcdn.com/image_1/37954/8458179/4944577.400x300.jpg
"Santuari de Bellmunt i Punta Reia per Carenes de l’Empriu i de la Baga, Bosc Fages, Font Viva i les Gargantes des de Saderra",Senderisme,"a prop de Saderra, Catalunya (España)","14,10km",725m,96,4.96,https://s1.wklcdn.com/image_32/961503/32612662/22813927.400x300.jpg,https://s0.wklcdn.com/image_32/961503/32612662/22813932.400x300.jpg,https://s2.wklcdn.com/image_32/961503/32612662/22813934.400x300.jpg
Sot del Bac des del Figaró,Senderisme,"a prop de Figaró, Catalunya (España)","6,53km",317m,96,4.42,https://s1.wklcdn.com/image_33/1017838/21813581/13747570.400x300.jpg,https://s2.wklcdn.com/image_33/1017838/21813581/13747577.400x300.jpg,https://s1.wklcdn.com/image_33/1017838/21813581/13747585.400x300.jpg
Collet de Can Maçana-Agulles-Refugi Vicenç Barbé-Els Frares Encantats (Montserrat) 2014-03-30 8:37,Senderisme,"a prop de El Bruc, Catalunya (España)","7,18km",370m,96,4.76,https://s0.wklcdn.com/image_1/34039/6471031/3578532.400x300.jpg,https://s2.wklcdn.com/image_1/34039/6471031/3578534.400x300.jpg,https://s0.wklcdn.com/image_1/34039/6471031/3578541.400x300.jpg
200702 Mirador de l'Estany des de St Maurici . Salt i llac de Ratera,Senderisme,"a prop de Espot, Catalunya (España)","7,45km",347m,96,5.0,https://s1.wklcdn.com/image_3/106466/52044948/34539583.400x300.jpg,https://s2.wklcdn.com/image_3/106466/52044948/34539584.400x300.jpg,https://s0.wklcdn.com/image_3/106466/52044948/34539585.400x300.jpg
Montserrat circular des de Collbató per Fra Gari,Senderisme,"a prop de Collbató, Catalunya (España)","9,24km",725m,96,4.64,https://s2.wklcdn.com/image_0/18930/6783377/3793646.400x300.jpg,https://s0.wklcdn.com/image_0/18930/6783377/3793650.400x300.jpg,https://s0.wklcdn.com/image_0/18930/6783377/3793680.400x300.jpg
"Port de la Selva-Cales Tamariua i Fornells-Puig Gros-Cales Galera,Talabre i Taballera-Sant Baldiri de Taballera",Senderisme,"a prop de el Port de la Selva, Catalunya (España)","18,81km",815m,96,4.67,https://s1.wklcdn.com/image_1/45562/12221734/7494526.400x300.jpg,https://s0.wklcdn.com/image_1/45562/12221734/7494534.400x300.jpg,https://s0.wklcdn.com/image_1/45562/12221734/7494567.400x300.jpg
Sant Aniol de Finestres-Pont del Diable-Sant Joan de les Medes-Tres Creus(744m)-Roca del Migdia-La Finestrica-Sant Aniol,Senderisme,"a prop de Sant Aniol de Finestres, Catalunya (España)","11,84km",578m,96,4.95,https://s1.wklcdn.com/image_1/45562/60661712/40427956.400x300.jpg,https://s0.wklcdn.com/image_1/45562/60661712/40427958.400x300.jpg,https://s2.wklcdn.com/image_1/45562/60661712/40428053.400x300.jpg
"Molí de Brotons, Salt i Cova de la Tosca, Ermita i Fonts de Marfà, Gorg Estret, Torrent Fàbrega i Graus del Molí i dels Gats",Senderisme,"a prop de Castellterçol, Catalunya (España)","9,88km",214m,96,4.82,https://s0.wklcdn.com/image_32/961503/62380283/41464851.400x300.jpg,https://s1.wklcdn.com/image_32/961503/62380283/41464855.400x300.jpg,https://s1.wklcdn.com/image_32/961503/62380283/41464858.400x300.jpg
"Montseny: Ruta dels Empedrats, des de Santa Fe (amb neu)",Senderisme,"a prop de Santa Fe del Montseny, Catalunya (España)","7,41km",1444m,96,4.52,https://s0.wklcdn.com/image_12/373176/4111316/1988355.400x300.jpg,https://s2.wklcdn.com/image_12/373176/4111316/1988357.400x300.jpg,https://s0.wklcdn.com/image_12/373176/4111316/1988364.400x300.jpg
130326 2x100 Cims - Alt PENEDÈS . ' Montau ' i ' Puig de la Mola '. GR 92.3 i GR 5,Senderisme,"a prop de Olesa de Bonesvalls, Catalunya (España)","18,16km",683m,96,4.67,https://s0.wklcdn.com/image_3/106466/4179684/2035422.400x300.jpg,https://s2.wklcdn.com/image_3/106466/4179684/2035424.400x300.jpg,https://s0.wklcdn.com/image_3/106466/4179684/2035425.400x300.jpg
"SIURANA des de Cornudella de Montsant. Embassament, Camí Ral, Sender dels Gorgs, Grau de la Trona. Salt de la Reina Mora",Senderisme,"a prop de Cornudella de Montsant, Catalunya (España)","12,66km",413m,96,4.74,https://s0.wklcdn.com/image_22/676598/36073146/23336145.400x300.jpg,https://s2.wklcdn.com/image_22/676598/36073146/23336153.400x300.jpg,https://s2.wklcdn.com/image_22/676598/36073146/23336186.400x300.jpg
El Puig Cerverís (2206 m.) des de Pardines,Senderisme,"a prop de Pardines, Catalunya (España)","11,65km",964m,96,4.58,https://s2.wklcdn.com/image_1/45562/22203153/14022533.400x300.jpg,https://s2.wklcdn.com/image_1/45562/22203153/14026127.400x300.jpg,https://s1.wklcdn.com/image_1/45562/22203153/14026129.400x300.jpg
Costa Daurada: L'Ametlla de Mar-L'Ampolla (Ruta de les Cales 2),Senderisme,"a prop de l'Ametlla de Mar, Catalunya (España)","19,89km",54m,96,4.81,https://s2.wklcdn.com/image_5/155338/4470356/2230838.400x300.jpg,https://s0.wklcdn.com/image_5/155338/4470356/2230845.400x300.jpg,https://s2.wklcdn.com/image_5/155338/4470356/2230847.400x300.jpg
"Creu de Saba,Puig Cendròs (pel pas equipat i cresta O),Turó Gronya,Roques Afrau,Balma Espluga i ermites de Sacama i Espases",Senderisme,"a prop de Viladecavalls, Catalunya (España)","15,02km",926m,96,4.72,https://s2.wklcdn.com/image_32/961503/16490966/26559398.400x300.jpg,https://s0.wklcdn.com/image_32/961503/16490966/26559405.400x300.jpg,https://s0.wklcdn.com/image_32/961503/16490966/26559411.400x300.jpg
"Puig de l’Àliga per la Via Directa, 5 Masies i els Fondos de Cal Deus, Teixidor, Oliveres i Cal Ramonet des de Canyelles",Senderisme,"a prop de Canyelles, Catalunya (España)","13,95km",492m,96,4.76,https://s2.wklcdn.com/image_32/961503/23058509/25343222.400x300.jpg,https://s1.wklcdn.com/image_32/961503/23058509/25343224.400x300.jpg,https://s2.wklcdn.com/image_32/961503/23058509/25343228.400x300.jpg
Can Calopa de Dalt- Salt d´aigua de La Rierada-Salt de Can Bosquets- Font del Bon Pastor,Senderisme,"a prop de La Rierada, Catalunya (España)","10,51km",329m,96,4.85,https://s0.wklcdn.com/image_27/810931/61366819/40849809.400x300.jpg,https://s1.wklcdn.com/image_27/810931/61366820/40849813.400x300.jpg,https://s2.wklcdn.com/image_27/810931/61366821/40849814.400x300.jpg
131201 100 Cims (E) (107). SELVA. ' Sant Miquel de Solterra ' des dels Abeuradors.(Sant Hilari Sacalm),Senderisme,"a prop de Sant Hilari Sacalm, Catalunya (España)","8,43km",385m,96,4.75,https://s2.wklcdn.com/image_3/106466/5718369/3051203.400x300.jpg,https://s1.wklcdn.com/image_3/106466/5718369/3051205.400x300.jpg,https://s2.wklcdn.com/image_3/106466/5718369/3051206.400x300.jpg
"Montcau per la cara N, Morrals d’en Bens i del Llop, Roca Encavalcada i Coves dels Òbits, de la Moneda, Estrella i Centenari",Senderisme,"a prop de Mura, Catalunya (España)","16,36km",983m,96,4.71,https://s2.wklcdn.com/image_32/961503/11568649/24284897.400x300.jpg,https://s2.wklcdn.com/image_32/961503/11568649/24284906.400x300.jpg,https://s0.wklcdn.com/image_32/961503/11568649/24284913.400x300.jpg
"Tamariu: Camins de Ronda, Cales, Miradors, Muntanya i Coves de Ses Falugues, Alzina de Mas Llord i Riera de Mas Batllia",Senderisme,"a prop de Tamariu, Catalunya (España)","9,42km",375m,96,4.84,https://s1.wklcdn.com/image_32/961503/35647480/23041033.400x300.jpg,https://s0.wklcdn.com/image_32/961503/35647480/23041035.400x300.jpg,https://s2.wklcdn.com/image_32/961503/35647480/23041037.400x300.jpg
TOSSA DE MAR - CAMÍ DE RONDA-CALA DE L'INFERN D'EN CAIXA- CALA BONA-CALA POLA-CALA GIVEROLA26-ABR-14,Senderisme,"a prop de Tossa de Mar, Catalunya (España)","11,76km",495m,96,4.29,https://s2.wklcdn.com/image_6/194434/6706424/3742493.400x300.jpg,https://s0.wklcdn.com/image_6/194434/6706424/3742494.400x300.jpg,https://s1.wklcdn.com/image_6/194434/6706424/3742495.400x300.jpg
"MOLA DE COLLDEJOU (922m), Cova (140mr), Cavall Bernat, La Miranda, Creu de Llaberia",Senderisme,"a prop de Colldejou, Catalunya (España)","12,23km",1026m,96,4.9,https://s0.wklcdn.com/image_22/676598/19678847/12324684.400x300.jpg,https://s2.wklcdn.com/image_22/676598/19678847/12324770.400x300.jpg,https://s2.wklcdn.com/image_22/676598/19678847/12343415.400x300.jpg
Baixador Vallvidrera - metro Zona Universitaria,Senderisme,"a prop de la Rabassada, Catalunya (España)","6,66km",202m,96,4.52,https://s0.wklcdn.com/image_33/1017838/16720681/10497222.400x300.jpg,https://s1.wklcdn.com/image_33/1017838/16720682/10497223.400x300.jpg,https://s2.wklcdn.com/image_33/1017838/16720682/10497224.400x300.jpg
"Rupit - Salt de Sallent - Rupit , per les tombes antropomorfiques",Senderisme,"a prop de Rupit, Catalunya (España)","9,35km",387m,95,4.63,https://s1.wklcdn.com/image_41/1230163/13470084/8346652.400x300.jpg,https://s0.wklcdn.com/image_41/1230163/13470084/8346654.400x300.jpg,https://s1.wklcdn.com/image_41/1230163/13470084/8346658.400x300.jpg
ALZINA DEL SALARI - COLL DE TRES CREUS - FONT DE LA POLA - COLL DE BOIX - PARC SANT LLORENÇ DE MUNT I L'OBAC - Mura. 111015,Senderisme,"a prop de Mura, Catalunya (España)","9,04km",671m,95,4.95,https://s1.wklcdn.com/image_23/704442/11055468/6694087.400x300.jpg,https://s1.wklcdn.com/image_23/704442/11055468/6694621.400x300.jpg,https://s0.wklcdn.com/image_23/704442/11055468/6694623.400x300.jpg
Escletxes de Freixeneda i Salt de Sallent,Senderisme,"a prop de Sant Privat d'en Bas, Catalunya (España)","12,08km",858m,95,4.9,https://s1.wklcdn.com/image_0/21584/28762224/18371881.400x300.jpg,https://s2.wklcdn.com/image_0/21584/28762224/18371882.400x300.jpg,https://s0.wklcdn.com/image_0/21584/28762224/18371886.400x300.jpg
EL CAP DE LA GALLINA PELADA I LA SERRA D'ENSIJA,Senderisme,"a prop de Maçaners, Catalunya (España)","11,66km",928m,95,4.91,https://s1.wklcdn.com/image_16/494148/15575715/9914218.400x300.jpg,https://s2.wklcdn.com/image_16/494148/15575715/9914222.400x300.jpg,https://s2.wklcdn.com/image_16/494148/15575715/9914225.400x300.jpg
Santuari de la Mare de Déu de Montgrony - Forat de Sant Ou - Costa Pubilla o de Pla de Pujals ( 2056 m.) - Montgrony,Senderisme,"a prop de Montgrony, Catalunya (España)","11,87km",839m,95,4.6,https://s0.wklcdn.com/image_1/45562/25529976/16299111.400x300.jpg,https://s2.wklcdn.com/image_1/45562/25529976/16299155.400x300.jpg,https://s1.wklcdn.com/image_1/45562/25529976/16299196.400x300.jpg
Sant Pere de Rodes,Senderisme,"a prop de Palau-saverdera, Catalunya (España)","12,70km",719m,95,4.63,https://s0.wklcdn.com/image_0/21584/16088968/10075212.400x300.jpg,https://s1.wklcdn.com/image_0/21584/16088968/10075213.400x300.jpg,https://s0.wklcdn.com/image_0/21584/16088968/10075221.400x300.jpg
Coll d'Estenalles al Montcau i La Mola,Senderisme,"a prop de Mura, Catalunya (España)","13,31km",538m,95,4.86,https://s0.wklcdn.com/image_33/1017838/18660961/11741964.400x300.jpg,https://s1.wklcdn.com/image_33/1017838/18660961/11741968.400x300.jpg,https://s1.wklcdn.com/image_33/1017838/18660961/11741971.400x300.jpg
Sant Andreu de Gurb-La Creu de Gurb-Serrat de la Noguera-Sant Roc-Bosc Encantat,Senderisme,"a prop de Gurb, Catalunya (España)","14,03km",533m,95,4.76,https://s2.wklcdn.com/image_1/45562/8840032/5216813.400x300.jpg,https://s1.wklcdn.com/image_1/45562/8840032/5216818.400x300.jpg,https://s2.wklcdn.com/image_1/45562/8840032/5216819.400x300.jpg
"Roureda de la Canal de les Teixoneres, Roca Encavalcada, miradors a les Fogueroses: Agulles Petita i Mitjana, Màquina de tren",Senderisme,"a prop de Mura, Catalunya (España)","6,36km",338m,95,4.77,https://s0.wklcdn.com/image_7/219430/21064175/13191090.400x300.jpg,https://s2.wklcdn.com/image_7/219430/21064175/13191167.400x300.jpg,https://s0.wklcdn.com/image_7/219430/21064175/13191171.400x300.jpg
"Castell Vell d'Olivella, cova de Can Muntaner - Garraf, (ruta del mes a VERTEX). 121116",Senderisme,"a prop de Olivella, Catalunya (España)","6,27km",324m,95,4.95,https://s2.wklcdn.com/image_23/704442/15469281/9628010.400x300.jpg,https://s1.wklcdn.com/image_23/704442/15469281/9628015.400x300.jpg,https://s1.wklcdn.com/image_23/704442/15469281/9628018.400x300.jpg
160110 Boscos de Poblet.Rocs de Ponent (per tartera) i de l'Àliga.Coll de la Creu.Barrancs d'Argentada i del Coll de la Mola,Senderisme,"a prop de Poblet, Catalunya (España)","11,37km",586m,95,4.75,https://s2.wklcdn.com/image_3/106466/11917326/7298387.400x300.jpg,https://s2.wklcdn.com/image_3/106466/11917326/7298390.400x300.jpg,https://s1.wklcdn.com/image_3/106466/11917326/7298392.400x300.jpg
El Far de Cap de Creus-Cala Culip-Paratge de Tudela-Cala Portaló-Cala Galladera-Cala Prona,Senderisme,"a prop de Portlligat, Catalunya (España)","16,54km",644m,95,4.37,https://s1.wklcdn.com/image_1/45562/12360742/7586632.400x300.jpg,https://s1.wklcdn.com/image_1/45562/12360742/7586635.400x300.jpg,https://s1.wklcdn.com/image_1/45562/12360742/7586818.400x300.jpg
"La Trona i els Castellets pel Dólmen del Duc, Cova Ponsic, Sant Pere Valldaneu i Graus del Cerdà, Sunyer, Tresquarts i Trona",Senderisme,"a prop de l'Abella, Catalunya (España)","12,81km",613m,95,4.83,https://s1.wklcdn.com/image_32/961503/25402447/23607490.400x300.jpg,https://s0.wklcdn.com/image_32/961503/25402447/23607498.400x300.jpg,https://s2.wklcdn.com/image_32/961503/25402447/23607500.400x300.jpg
"Roca Corbatera pels Graus del Carabassal, Montsant, 3 Esglaons i Barrots, St Joan de Codolar i la Cova Santa",Senderisme,"a prop de la Morera de Montsant, Catalunya (España)","15,57km",1263m,95,4.86,https://s2.wklcdn.com/image_32/961503/11460615/24167444.400x300.jpg,https://s2.wklcdn.com/image_32/961503/11460615/24167486.400x300.jpg,https://s0.wklcdn.com/image_32/961503/11460615/24167496.400x300.jpg
Castellolí- Castell de Castellolí-Font del Ferro-Sant Miquel de Vilaclara-Pont Foradat-Balma de Can Soteres-Coves de Cal Llucià,Senderisme,"a prop de Castellolí, Catalunya (España)","15,01km",447m,95,5.0,https://s0.wklcdn.com/image_1/45562/42219601/27504378.400x300.jpg,https://s2.wklcdn.com/image_1/45562/42219601/27504446.400x300.jpg,https://s1.wklcdn.com/image_1/45562/42219601/27504496.400x300.jpg
Castell de Querol - El Gorg Negre - Riu Gaià - Avenc del Benet - Querol,Senderisme,"a prop de Querol, Catalunya (España)","10,07km",393m,95,4.83,https://s0.wklcdn.com/image_23/704442/26859174/17199015.400x300.jpg,https://s1.wklcdn.com/image_23/704442/26859174/17199022.400x300.jpg,https://s0.wklcdn.com/image_23/704442/26859174/17199057.400x300.jpg
"Font-rubí, Alt Penedès: Roques de Salomó, Coll de la Barraca, Font de Llinars i Coves del Toixó, la Guineu i del Pastor",Senderisme,"a prop de Mediona, Catalunya (España)","8,89km",388m,95,4.81,https://s1.wklcdn.com/image_7/219430/12488547/7673431.400x300.jpg,https://s0.wklcdn.com/image_7/219430/12488547/7673433.400x300.jpg,https://s2.wklcdn.com/image_7/219430/12488547/7673438.400x300.jpg
El Port de la Selva-Selva de Mar-Castell de Verdera-Sta. Helena i Sant Pere de Rodes-La Vall de Santa Creu-El Port de la Selva,Senderisme,"a prop de Barlovent, Catalunya (España)","16,89km",867m,95,4.89,https://s2.wklcdn.com/image_1/45562/18106501/11427299.400x300.jpg,https://s2.wklcdn.com/image_1/45562/18106501/11427326.400x300.jpg,https://s1.wklcdn.com/image_1/45562/18106501/11427328.400x300.jpg
Coll de Bracons – Els Tossells – Pas dels Burros – Puig dels Llops – Puigsacalm,Senderisme,"a prop de Joanetes, Catalunya (España)","11,60km",676m,95,4.67,https://s1.wklcdn.com/image_5/156652/18713830/11772757.400x300.jpg,https://s2.wklcdn.com/image_5/156652/18713830/11772758.400x300.jpg,https://s1.wklcdn.com/image_5/156652/18713830/11772760.400x300.jpg
Taradell-Sant Quirze de Subiradells-Les Cuines o Coves de Rocaguinarda-Turó de l'Enclusa-Castell de Taradell,Senderisme,"a prop de Taradell, Catalunya (España)","12,25km",459m,95,4.68,https://s1.wklcdn.com/image_1/45562/8279156/4816297.400x300.jpg,https://s1.wklcdn.com/image_1/45562/8279156/4816309.400x300.jpg,https://s1.wklcdn.com/image_1/45562/8279156/4816318.400x300.jpg
"La Barata, Castellsapera, turó de la Carlina, roca del Corb, puig Codina i punta dels Caus Cremats",Senderisme,"a prop de Matadepera, Catalunya (España)","10,57km",434m,95,5.0,https://s0.wklcdn.com/image_27/821139/31322795/20124231.400x300.jpg,https://s1.wklcdn.com/image_27/821139/31322795/20124232.400x300.jpg,https://s0.wklcdn.com/image_27/821139/31322795/20124237.400x300.jpg
Estanys de la Pera des de l'Àrea recreativa de la Font de les Pollineres (Cerdanya),Senderisme,"a prop de Arànser, Catalunya (España)","7,96km",450m,95,4.95,https://s2.wklcdn.com/image_40/1205870/38902320/25247273.400x300.jpg,https://s0.wklcdn.com/image_40/1205870/38902320/25247304.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/38902320/25247543.400x300.jpg
"Turó Tagamanent i Roca Centella per Vallcàrquera, Carenes Bellit i d’en Bosc, Alzina Can Valls, St Cristófol i Cova Can Plans",Senderisme,"a prop de Figaró, Catalunya (España)","22,59km",1080m,95,4.81,https://s2.wklcdn.com/image_32/961503/11497420/23469572.400x300.jpg,https://s1.wklcdn.com/image_32/961503/11497420/23469574.400x300.jpg,https://s1.wklcdn.com/image_32/961503/11497420/23469577.400x300.jpg
Barruera-Sarais-Pont Sarais-Barruera (Vall de Boí-Lleida),Senderisme,"a prop de Barruera, Catalunya (España)","11,82km",527m,95,4.95,https://s0.wklcdn.com/image_1/37862/11643290/7101942.400x300.jpg,https://s0.wklcdn.com/image_1/37862/11643291/7102137.400x300.jpg,https://s0.wklcdn.com/image_1/37862/11643291/7102140.400x300.jpg
"Sant Mateu i Turó den Baldiri per RocaForadada, RefugiFerreria i Fonts de StMateu, Perdius, Grill i Senglar desde Vallromanes",Senderisme,"a prop de Vallromanes, Catalunya (España)","14,60km",579m,95,4.52,https://s1.wklcdn.com/image_32/961503/21381834/25154176.400x300.jpg,https://s2.wklcdn.com/image_32/961503/21381834/25154240.400x300.jpg,https://s0.wklcdn.com/image_32/961503/21381834/25154277.400x300.jpg
Santa Fe del Montseny-Turó de Grenys-Font i Salt de Marianegra-Faig Enforcat-Santa Fe,Senderisme,"a prop de Santa Fe del Montseny, Catalunya (España)","11,32km",532m,95,4.6,https://s2.wklcdn.com/image_1/45562/21108396/13226939.400x300.jpg,https://s2.wklcdn.com/image_1/45562/21108396/13226972.400x300.jpg,https://s0.wklcdn.com/image_1/45562/21108396/13226979.400x300.jpg
Veïnat de l'Hostalet-Bullidor de la Llet-Els Empedrats-Refugi Sant Jordi-Cap de la Boixassa(1.820 m)-Adou del Bastareny,Senderisme,"a prop de Bagà, Catalunya (España)","14,73km",1068m,95,4.95,https://s1.wklcdn.com/image_1/45562/13510237/8349979.400x300.jpg,https://s1.wklcdn.com/image_1/45562/13510237/8349994.400x300.jpg,https://s2.wklcdn.com/image_1/45562/13510237/8350004.400x300.jpg
Hostalets d'en Bas – Salts i gorgues riu del Puig – Tossa de Pujolriu – Falgars – S. Miquel Castelló,Senderisme,"a prop de els Hostalets d'en Bas, Catalunya (España)","16,40km",1035m,95,4.33,https://s1.wklcdn.com/image_5/156652/6126426/3342955.400x300.jpg,https://s2.wklcdn.com/image_5/156652/6126426/3342959.400x300.jpg,https://s2.wklcdn.com/image_5/156652/6126426/3342962.400x300.jpg
"Caminant per Montserrat: Santa Cecília, Coll del Migdia, Sant Jeroni, Pla de la Trinitat, Santa Cecília",Senderisme,"a prop de Monistrol de Montserrat, Catalunya (España)","11,06km",654m,95,4.62,https://s2.wklcdn.com/image_19/590404/9999654/6003941.400x300.jpg,https://s0.wklcdn.com/image_19/590404/9999655/6003942.400x300.jpg,https://s1.wklcdn.com/image_19/590404/9999655/6003943.400x300.jpg
